id_renglon,venta_id,fecha_venta,jugador_id,producto_id,ubicacion_id,cantidad,nombre,categoria,precio,costo,fecha_registro,edad_nino,tipo_suscripcion,estado,municipio,latitud,longitud,Ingreso_Total,Costo_Total,Utilidad
1554,51044,2024-04-19,JUG-230,PROD-08,UBI-PUE196,1,Planilla Stickers,Papelería,35.0,8.0,2023-10-13,9,Gratuita,Puebla,Amozoc De Mota,19.034557043718344,-98.07443463186864,35.0,8.0,27.0
1555,51045,2024-09-03,JUG-213,PROD-01,UBI-PUE090,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-08-15,10,Gratuita,Puebla,San Andrés Cholula,19.052229119336356,-98.2981835000677,150.0,45.0,105.0
1556,51045,2024-09-03,JUG-213,PROD-02,UBI-PUE090,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-08-15,10,Gratuita,Puebla,San Andrés Cholula,19.052229119336356,-98.2981835000677,80.0,5.0,75.0
1557,51046,2023-08-22,JUG-039,PROD-05,UBI-PUE110,1,Mochila Ergonómica,Accesorios,450.0,180.0,2023-01-21,8,Gratuita,Puebla,San Andrés Cholula,19.02428088417428,-98.31352596624932,450.0,180.0,270.0
1558,51047,2025-10-28,JUG-073,PROD-03,UBI-PUE269,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-06-06,6,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.98506390301563,-98.26729492882036,280.0,90.0,190.0
1559,51048,2024-05-12,JUG-110,PROD-08,UBI-PUE287,1,Planilla Stickers,Papelería,35.0,8.0,2024-04-25,10,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.073092046030165,-98.25321078069722,35.0,8.0,27.0
1560,51048,2024-05-12,JUG-110,PROD-01,UBI-PUE287,2,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-04-25,10,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.073092046030165,-98.25321078069722,300.0,90.0,210.0
1561,51049,2025-07-16,JUG-116,PROD-01,UBI-PUE265,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-04-18,10,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.96861516394808,-98.25899483626338,150.0,45.0,105.0
1562,51049,2025-07-16,JUG-116,PROD-03,UBI-PUE265,3,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-04-18,10,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.96861516394808,-98.25899483626338,840.0,270.0,570.0
1563,51050,2023-12-11,JUG-242,PROD-05,UBI-PUE086,1,Mochila Ergonómica,Accesorios,450.0,180.0,2023-11-03,9,Gratuita,Puebla,Atlixco,18.934092121065007,-98.39847341988778,450.0,180.0,270.0
1564,51051,2025-07-11,JUG-199,PROD-05,UBI-PUE180,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-01-07,12,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.155541422273828,-98.2415931829629,450.0,180.0,270.0
1565,51052,2025-12-14,JUG-090,PROD-04,UBI-PUE196,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-08-12,10,Gratuita,Puebla,Amozoc De Mota,19.034557043718344,-98.07443463186864,120.0,35.0,85.0
1566,51052,2025-12-14,JUG-090,PROD-05,UBI-PUE196,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-08-12,10,Gratuita,Puebla,Amozoc De Mota,19.034557043718344,-98.07443463186864,450.0,180.0,270.0
1567,51053,2024-05-03,JUG-107,PROD-06,UBI-PUE047,2,Lapicera Colección,Papelería,95.0,25.0,2023-09-06,11,Gratuita,Puebla,Tehuacán,18.44864555025473,-97.3846209669683,190.0,50.0,140.0
1568,51053,2024-05-03,JUG-107,PROD-01,UBI-PUE047,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-09-06,11,Gratuita,Puebla,Tehuacán,18.44864555025473,-97.3846209669683,150.0,45.0,105.0
1569,51054,2023-11-07,JUG-143,PROD-07,UBI-PUE175,1,Libreta de Tareas,Papelería,110.0,30.0,2023-10-29,7,Gratuita,Puebla,Puebla (La Paz Tlaxcolpan),18.900781294687047,-98.22160424933368,110.0,30.0,80.0
1570,51054,2023-11-07,JUG-143,PROD-01,UBI-PUE175,2,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-10-29,7,Gratuita,Puebla,Puebla (La Paz Tlaxcolpan),18.900781294687047,-98.22160424933368,300.0,90.0,210.0
1571,51055,2026-01-10,JUG-006,PROD-06,UBI-PUE227,1,Lapicera Colección,Papelería,95.0,25.0,2025-02-14,6,Gratuita,Puebla,Chignahuapan,19.83535465248198,-98.0379742087597,95.0,25.0,70.0
1572,51055,2026-01-10,JUG-006,PROD-07,UBI-PUE227,1,Libreta de Tareas,Papelería,110.0,30.0,2025-02-14,6,Gratuita,Puebla,Chignahuapan,19.83535465248198,-98.0379742087597,110.0,30.0,80.0
1573,51056,2025-11-20,JUG-066,PROD-05,UBI-PUE287,3,Mochila Ergonómica,Accesorios,450.0,180.0,2025-03-26,10,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.073092046030165,-98.25321078069722,1350.0,540.0,810.0
1574,51057,2024-11-01,JUG-089,PROD-04,UBI-PUE035,3,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-07-18,6,Gratuita,Puebla,Tehuacán,18.467731048165323,-97.37792617309482,360.0,105.0,255.0
1575,51058,2026-01-05,JUG-118,PROD-05,UBI-PUE283,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-01-23,6,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.075845285852765,-98.17965272923064,450.0,180.0,270.0
1576,51058,2026-01-05,JUG-118,PROD-07,UBI-PUE283,1,Libreta de Tareas,Papelería,110.0,30.0,2025-01-23,6,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.075845285852765,-98.17965272923064,110.0,30.0,80.0
1577,51059,2025-10-28,JUG-101,PROD-07,UBI-PUE195,1,Libreta de Tareas,Papelería,110.0,30.0,2024-08-25,8,Gratuita,Puebla,Amozoc De Mota,19.0492348540696,-98.07535326619758,110.0,30.0,80.0
1578,51060,2025-09-30,JUG-163,PROD-06,UBI-PUE158,1,Lapicera Colección,Papelería,95.0,25.0,2024-05-28,8,Gratuita,Puebla,Puebla (San Andrés Azumiatla),18.90129448460776,-98.25925244385704,95.0,25.0,70.0
1579,51061,2025-01-09,JUG-219,PROD-07,UBI-PUE251,1,Libreta de Tareas,Papelería,110.0,30.0,2024-05-08,6,Premium,Puebla,Heroica Puebla De Zaragoza,18.95038997713883,-98.24289987441004,110.0,30.0,80.0
1580,51062,2026-07-23,JUG-112,PROD-07,UBI-PUE004,1,Libreta de Tareas,Papelería,110.0,30.0,2025-06-13,6,Gratuita,Puebla,Xicotepec De Juárez,20.272545592784184,-97.96728405997214,110.0,30.0,80.0
1581,51063,2025-10-16,JUG-129,PROD-06,UBI-PUE080,1,Lapicera Colección,Papelería,95.0,25.0,2025-06-25,6,Gratuita,Puebla,Atlixco,18.93027630720187,-98.4580399183554,95.0,25.0,70.0
1582,51064,2023-10-19,JUG-002,PROD-08,UBI-PUE176,1,Planilla Stickers,Papelería,35.0,8.0,2023-03-19,11,Gratuita,Puebla,Puebla (La Paz Tlaxcolpan),18.90063918976696,-98.22160424933368,35.0,8.0,27.0
1583,51065,2025-12-04,JUG-211,PROD-04,UBI-PUE084,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-03-23,6,Premium,Puebla,Atlixco,18.91663609000686,-98.41581121942168,120.0,35.0,85.0
1584,51066,2024-11-21,JUG-080,PROD-07,UBI-PUE071,1,Libreta de Tareas,Papelería,110.0,30.0,2023-07-21,10,Premium,Puebla,Atlixco,18.90880794690279,-98.44392909459572,110.0,30.0,80.0
1585,51067,2026-06-17,JUG-166,PROD-05,UBI-PUE027,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-04-18,12,Gratuita,Puebla,Tehuacán,18.43626931791577,-97.3780978344762,450.0,180.0,270.0
1587,51068,2025-01-22,JUG-015,PROD-04,UBI-PUE249,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-04-12,8,Premium,Puebla,San Antonio Matlahuacales,19.75767649860954,-98.07966778906172,120.0,35.0,85.0
1588,51069,2024-07-17,JUG-209,PROD-02,UBI-PUE034,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-03-12,7,Gratuita,Puebla,Tehuacán,18.46036957936015,-97.38650924216338,80.0,5.0,75.0
1589,51069,2024-07-17,JUG-209,PROD-03,UBI-PUE034,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-03-12,7,Gratuita,Puebla,Tehuacán,18.46036957936015,-97.38650924216338,280.0,90.0,190.0
1590,51069,2024-07-17,JUG-209,PROD-05,UBI-PUE034,2,Mochila Ergonómica,Accesorios,450.0,180.0,2024-03-12,7,Gratuita,Puebla,Tehuacán,18.46036957936015,-97.38650924216338,900.0,360.0,540.0
1591,51070,2025-08-30,JUG-199,PROD-01,UBI-PUE209,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-01-07,12,Gratuita,Puebla,Amozoc De Mota,19.06527247459149,-98.04605250723895,150.0,45.0,105.0
1592,51071,2023-03-19,JUG-039,PROD-08,UBI-PUE190,1,Planilla Stickers,Papelería,35.0,8.0,2023-01-21,8,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.142000781961723,-98.2585018287827,35.0,8.0,27.0
1593,51072,2025-04-16,JUG-081,PROD-07,UBI-PUE046,1,Libreta de Tareas,Papelería,110.0,30.0,2023-12-08,10,Gratuita,Puebla,Tehuacán,18.460858063197517,-97.38736754907023,110.0,30.0,80.0
1594,51073,2023-06-16,JUG-203,PROD-07,UBI-PUE035,1,Libreta de Tareas,Papelería,110.0,30.0,2023-03-19,11,Gratuita,Puebla,Tehuacán,18.467731048165323,-97.37792617309482,110.0,30.0,80.0
1595,51073,2023-06-16,JUG-203,PROD-08,UBI-PUE035,1,Planilla Stickers,Papelería,35.0,8.0,2023-03-19,11,Gratuita,Puebla,Tehuacán,18.467731048165323,-97.37792617309482,35.0,8.0,27.0
1596,51073,2023-06-16,JUG-203,PROD-06,UBI-PUE035,2,Lapicera Colección,Papelería,95.0,25.0,2023-03-19,11,Gratuita,Puebla,Tehuacán,18.467731048165323,-97.37792617309482,190.0,50.0,140.0
1597,51074,2024-03-30,JUG-184,PROD-04,UBI-PUE030,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-05-21,7,Gratuita,Puebla,Tehuacán,18.44327176940693,-97.38908416288396,120.0,35.0,85.0
1598,51074,2024-03-30,JUG-184,PROD-02,UBI-PUE030,2,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-05-21,7,Gratuita,Puebla,Tehuacán,18.44327176940693,-97.38908416288396,160.0,10.0,150.0
1599,51074,2024-03-30,JUG-184,PROD-03,UBI-PUE030,3,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2023-05-21,7,Gratuita,Puebla,Tehuacán,18.44327176940693,-97.38908416288396,840.0,270.0,570.0
1600,51075,2024-03-21,JUG-008,PROD-06,UBI-PUE287,1,Lapicera Colección,Papelería,95.0,25.0,2023-01-26,10,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.073092046030165,-98.25321078069722,95.0,25.0,70.0
1601,51075,2024-03-21,JUG-008,PROD-07,UBI-PUE287,1,Libreta de Tareas,Papelería,110.0,30.0,2023-01-26,10,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.073092046030165,-98.25321078069722,110.0,30.0,80.0
1602,51076,2025-03-10,JUG-058,PROD-01,UBI-PUE198,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-06-05,8,Gratuita,Puebla,Amozoc De Mota,19.04570928088288,-98.06510339026237,150.0,45.0,105.0
1603,51077,2024-06-28,JUG-154,PROD-01,UBI-PUE008,2,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-02-28,6,Gratuita,Puebla,Xicotepec De Juárez,20.268108133121515,-97.9726818655338,300.0,90.0,210.0
1604,51078,2025-08-10,JUG-110,PROD-01,UBI-PUE224,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-04-25,10,Gratuita,Puebla,Chignahuapan,19.843323679538585,-98.03317689676142,150.0,45.0,105.0
1605,51079,2024-05-18,JUG-094,PROD-04,UBI-PUE007,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-09-06,11,Gratuita,Puebla,Xicotepec De Juárez,20.26326336073004,-97.9686272452115,120.0,35.0,85.0
1606,51080,2024-10-25,JUG-235,PROD-04,UBI-PUE250,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-04-23,9,Gratuita,Puebla,San Antonio Matlahuacales,19.754364570446285,-98.08288643996242,120.0,35.0,85.0
1607,51080,2024-10-25,JUG-235,PROD-07,UBI-PUE250,1,Libreta de Tareas,Papelería,110.0,30.0,2024-04-23,9,Gratuita,Puebla,San Antonio Matlahuacales,19.754364570446285,-98.08288643996242,110.0,30.0,80.0
1608,51081,2025-07-02,JUG-154,PROD-02,UBI-PUE097,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-02-28,6,Gratuita,Puebla,San Andrés Cholula,19.02846632074024,-98.30595361361358,80.0,5.0,75.0
1609,51081,2025-07-02,JUG-154,PROD-06,UBI-PUE097,1,Lapicera Colección,Papelería,95.0,25.0,2024-02-28,6,Gratuita,Puebla,San Andrés Cholula,19.02846632074024,-98.30595361361358,95.0,25.0,70.0
1610,51081,2025-07-02,JUG-154,PROD-01,UBI-PUE097,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-02-28,6,Gratuita,Puebla,San Andrés Cholula,19.02846632074024,-98.30595361361358,150.0,45.0,105.0
1611,51082,2025-10-21,JUG-240,PROD-07,UBI-PUE088,2,Libreta de Tareas,Papelería,110.0,30.0,2024-11-13,12,Gratuita,Puebla,Atlixco,18.90080230025062,-98.43958632072618,220.0,60.0,160.0
1612,51082,2025-10-21,JUG-240,PROD-05,UBI-PUE088,2,Mochila Ergonómica,Accesorios,450.0,180.0,2024-11-13,12,Gratuita,Puebla,Atlixco,18.90080230025062,-98.43958632072618,900.0,360.0,540.0
1613,51083,2024-02-12,JUG-039,PROD-02,UBI-PUE021,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-01-21,8,Gratuita,Puebla,Huauchinango,20.17060789121293,-98.06904706855802,80.0,5.0,75.0
1614,51084,2024-06-24,JUG-163,PROD-03,UBI-PUE063,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-05-28,8,Gratuita,Puebla,Zacatlán,19.93451264372708,-97.97058724293184,280.0,90.0,190.0
1615,51085,2024-01-19,JUG-161,PROD-05,UBI-PUE152,1,Mochila Ergonómica,Accesorios,450.0,180.0,2023-02-05,12,Premium,Puebla,Puebla (Centro),19.07998436304104,-98.131770214514,450.0,180.0,270.0
1616,51086,2026-12-10,JUG-102,PROD-04,UBI-PUE230,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-09-16,8,Gratuita,Puebla,Chignahuapan,19.836362804504848,-98.0383824906319,120.0,35.0,85.0
1617,51087,2024-03-09,JUG-104,PROD-03,UBI-PUE109,2,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2023-03-05,6,Gratuita,Puebla,San Andrés Cholula,19.025770525707348,-98.31128679543386,560.0,180.0,380.0
1618,51088,2024-07-02,JUG-239,PROD-01,UBI-PUE149,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-10-16,11,Premium,Puebla,Puebla (Centro),19.059843148924525,-98.2201317990469,150.0,45.0,105.0
1619,51089,2023-04-13,JUG-069,PROD-04,UBI-PUE193,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-03-27,7,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.14483873271919,-98.22751694973678,120.0,35.0,85.0
1620,51090,2025-05-09,JUG-235,PROD-01,UBI-PUE135,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-04-23,9,Gratuita,Puebla,San Andrés Cholula,19.017810080813025,-98.31781206092904,150.0,45.0,105.0
1621,51091,2026-03-17,JUG-199,PROD-04,UBI-PUE284,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-01-07,12,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.078827911564364,-98.19555389228724,120.0,35.0,85.0
1622,51091,2026-03-17,JUG-199,PROD-07,UBI-PUE284,1,Libreta de Tareas,Papelería,110.0,30.0,2025-01-07,12,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.078827911564364,-98.19555389228724,110.0,30.0,80.0
1623,51092,2026-01-27,JUG-221,PROD-05,UBI-PUE004,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-03-05,6,Gratuita,Puebla,Xicotepec De Juárez,20.272545592784184,-97.96728405997214,450.0,180.0,270.0
1624,51093,2026-09-10,JUG-087,PROD-06,UBI-PUE055,2,Lapicera Colección,Papelería,95.0,25.0,2025-08-18,12,Premium,Puebla,Zacatlán,19.92499117719992,-97.96852730635536,190.0,50.0,140.0
1625,51094,2025-07-19,JUG-129,PROD-03,UBI-PUE006,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-06-25,6,Gratuita,Puebla,Xicotepec De Juárez,20.261814016908424,-97.96433571087876,280.0,90.0,190.0
1626,51095,2026-05-11,JUG-204,PROD-06,UBI-PUE230,1,Lapicera Colección,Papelería,95.0,25.0,2025-07-06,6,Gratuita,Puebla,Chignahuapan,19.836362804504848,-98.0383824906319,95.0,25.0,70.0
1627,51095,2026-05-11,JUG-204,PROD-04,UBI-PUE230,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-07-06,6,Gratuita,Puebla,Chignahuapan,19.836362804504848,-98.0383824906319,120.0,35.0,85.0
1628,51096,2024-03-16,JUG-244,PROD-07,UBI-PUE018,1,Libreta de Tareas,Papelería,110.0,30.0,2023-11-20,9,Gratuita,Puebla,Huauchinango,20.172944307828807,-98.04819021072142,110.0,30.0,80.0
1629,51096,2024-03-16,JUG-244,PROD-08,UBI-PUE018,1,Planilla Stickers,Papelería,35.0,8.0,2023-11-20,9,Gratuita,Puebla,Huauchinango,20.172944307828807,-98.04819021072142,35.0,8.0,27.0
1630,51097,2025-07-19,JUG-131,PROD-08,UBI-PUE184,1,Planilla Stickers,Papelería,35.0,8.0,2025-03-27,6,Premium,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.1364869095899,-98.23343926739408,35.0,8.0,27.0
1631,51098,2024-11-03,JUG-231,PROD-08,UBI-PUE096,1,Planilla Stickers,Papelería,35.0,8.0,2024-10-21,9,Gratuita,Puebla,San Andrés Cholula,19.0498645292596,-98.29639133207162,35.0,8.0,27.0
1632,51099,2024-01-16,JUG-074,PROD-01,UBI-PUE065,2,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-10-20,9,Gratuita,Puebla,Atlixco,18.91806436318569,-98.41526164390672,300.0,90.0,210.0
1633,51099,2024-01-16,JUG-074,PROD-06,UBI-PUE065,2,Lapicera Colección,Papelería,95.0,25.0,2023-10-20,9,Gratuita,Puebla,Atlixco,18.91806436318569,-98.41526164390672,190.0,50.0,140.0
1634,51100,2024-11-02,JUG-053,PROD-07,UBI-PUE006,1,Libreta de Tareas,Papelería,110.0,30.0,2023-09-25,6,Gratuita,Puebla,Xicotepec De Juárez,20.261814016908424,-97.96433571087876,110.0,30.0,80.0
1635,51100,2024-11-02,JUG-053,PROD-06,UBI-PUE006,1,Lapicera Colección,Papelería,95.0,25.0,2023-09-25,6,Gratuita,Puebla,Xicotepec De Juárez,20.261814016908424,-97.96433571087876,95.0,25.0,70.0
1636,51101,2023-01-09,JUG-159,PROD-07,UBI-PUE097,1,Libreta de Tareas,Papelería,110.0,30.0,2023-01-04,11,Premium,Puebla,San Andrés Cholula,19.02846632074024,-98.30595361361358,110.0,30.0,80.0
1637,51102,2025-01-04,JUG-029,PROD-06,UBI-PUE059,1,Lapicera Colección,Papelería,95.0,25.0,2024-12-08,11,Gratuita,Puebla,Zacatlán,19.9482290018512,-97.96166085110052,95.0,25.0,70.0
1638,51103,2024-09-27,JUG-001,PROD-06,UBI-PUE260,2,Lapicera Colección,Papelería,95.0,25.0,2023-09-15,12,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.960765608556,-98.21958744087355,190.0,50.0,140.0
1639,51104,2025-03-19,JUG-163,PROD-02,UBI-PUE032,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-05-28,8,Gratuita,Puebla,Tehuacán,18.449622583255515,-97.38204604624774,80.0,5.0,75.0
1640,51104,2025-03-19,JUG-163,PROD-04,UBI-PUE032,2,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-05-28,8,Gratuita,Puebla,Tehuacán,18.449622583255515,-97.38204604624774,240.0,70.0,170.0
1642,51105,2024-09-12,JUG-206,PROD-01,UBI-PUE031,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-01-07,11,Gratuita,Puebla,Tehuacán,18.44945974480804,-97.38050109381538,150.0,45.0,105.0
1643,51106,2024-02-02,JUG-032,PROD-01,UBI-PUE072,2,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-12-06,6,Gratuita,Puebla,Atlixco,18.93073020755921,-98.45766200510542,300.0,90.0,210.0
1644,51107,2023-07-25,JUG-069,PROD-08,UBI-PUE108,3,Planilla Stickers,Papelería,35.0,8.0,2023-03-27,7,Gratuita,Puebla,San Andrés Cholula,19.02616856530225,-98.3109550664127,105.0,24.0,81.0
1645,51108,2023-12-14,JUG-244,PROD-08,UBI-PUE285,1,Planilla Stickers,Papelería,35.0,8.0,2023-11-20,9,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.084563578688144,-98.22735621767065,35.0,8.0,27.0
1646,51108,2023-12-14,JUG-244,PROD-01,UBI-PUE285,3,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-11-20,9,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.084563578688144,-98.22735621767065,450.0,135.0,315.0
1647,51108,2023-12-14,JUG-244,PROD-03,UBI-PUE285,2,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2023-11-20,9,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.084563578688144,-98.22735621767065,560.0,180.0,380.0
1648,51109,2024-09-03,JUG-234,PROD-06,UBI-PUE170,1,Lapicera Colección,Papelería,95.0,25.0,2023-07-04,11,Premium,Puebla,Puebla (La Paz Tlaxcolpan),18.9038872720808,-98.2243508314356,95.0,25.0,70.0
1649,51109,2024-09-03,JUG-234,PROD-07,UBI-PUE170,1,Libreta de Tareas,Papelería,110.0,30.0,2023-07-04,11,Premium,Puebla,Puebla (La Paz Tlaxcolpan),18.9038872720808,-98.2243508314356,110.0,30.0,80.0
1650,51110,2024-05-30,JUG-113,PROD-02,UBI-PUE065,3,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-01-12,8,Premium,Puebla,Atlixco,18.91806436318569,-98.41526164390672,240.0,15.0,225.0
1651,51111,2025-01-22,JUG-089,PROD-01,UBI-PUE102,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-07-18,6,Gratuita,Puebla,San Andrés Cholula,19.03200636992376,-98.3067000039147,150.0,45.0,105.0
1652,51111,2025-01-22,JUG-089,PROD-04,UBI-PUE102,2,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-07-18,6,Gratuita,Puebla,San Andrés Cholula,19.03200636992376,-98.3067000039147,240.0,70.0,170.0
1653,51112,2025-11-25,JUG-052,PROD-07,UBI-PUE132,1,Libreta de Tareas,Papelería,110.0,30.0,2025-03-04,10,Gratuita,Puebla,San Andrés Cholula,19.01712033992352,-98.31877765619926,110.0,30.0,80.0
1654,51113,2024-10-16,JUG-025,PROD-04,UBI-PUE030,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-11-04,6,Premium,Puebla,Tehuacán,18.44327176940693,-97.38908416288396,120.0,35.0,85.0
1655,51114,2025-07-09,JUG-044,PROD-01,UBI-PUE045,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-09-27,6,Premium,Puebla,Tehuacán,18.46150937281795,-97.39406234294373,150.0,45.0,105.0
1656,51115,2026-03-10,JUG-043,PROD-04,UBI-PUE051,2,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-09-13,9,Premium,Puebla,Tehuacán,18.497002007723047,-97.43697768731008,240.0,70.0,170.0
1657,51116,2025-05-08,JUG-015,PROD-07,UBI-PUE238,1,Libreta de Tareas,Papelería,110.0,30.0,2024-04-12,8,Premium,Puebla,Chignahuapan,19.831850074097943,-98.0231739909084,110.0,30.0,80.0
1658,51117,2025-03-04,JUG-240,PROD-04,UBI-PUE028,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-11-13,12,Gratuita,Puebla,Tehuacán,18.44294608031644,-97.36985808817036,120.0,35.0,85.0
1659,51117,2025-03-04,JUG-240,PROD-07,UBI-PUE028,1,Libreta de Tareas,Papelería,110.0,30.0,2024-11-13,12,Gratuita,Puebla,Tehuacán,18.44294608031644,-97.36985808817036,110.0,30.0,80.0
1660,51118,2024-03-14,JUG-242,PROD-08,UBI-PUE109,1,Planilla Stickers,Papelería,35.0,8.0,2023-11-03,9,Gratuita,Puebla,San Andrés Cholula,19.025770525707348,-98.31128679543386,35.0,8.0,27.0
1661,51119,2025-01-02,JUG-190,PROD-03,UBI-PUE226,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-04-21,10,Premium,Puebla,Chignahuapan,19.835450667319225,-98.04272048537683,280.0,90.0,190.0
1662,51120,2026-03-26,JUG-004,PROD-06,UBI-PUE112,1,Lapicera Colección,Papelería,95.0,25.0,2025-08-30,10,Premium,Puebla,San Andrés Cholula,19.020963820680517,-98.31583531055568,95.0,25.0,70.0
1663,51121,2024-08-22,JUG-236,PROD-06,UBI-PUE025,1,Lapicera Colección,Papelería,95.0,25.0,2024-05-25,12,Premium,Puebla,Huauchinango,20.172702611181343,-98.0608073222522,95.0,25.0,70.0
1664,51121,2024-08-22,JUG-236,PROD-08,UBI-PUE025,1,Planilla Stickers,Papelería,35.0,8.0,2024-05-25,12,Premium,Puebla,Huauchinango,20.172702611181343,-98.0608073222522,35.0,8.0,27.0
1666,51122,2025-03-25,JUG-059,PROD-06,UBI-PUE229,1,Lapicera Colección,Papelería,95.0,25.0,2023-12-09,10,Premium,Puebla,Chignahuapan,19.83583590938461,-98.034268084546,95.0,25.0,70.0
1667,51123,2024-10-31,JUG-163,PROD-07,UBI-PUE137,3,Libreta de Tareas,Papelería,110.0,30.0,2024-05-28,8,Gratuita,Puebla,San Andrés Cholula,19.018756429026663,-98.3175768878949,330.0,90.0,240.0
1668,51123,2024-10-31,JUG-163,PROD-07,UBI-PUE137,1,Libreta de Tareas,Papelería,110.0,30.0,2024-05-28,8,Gratuita,Puebla,San Andrés Cholula,19.018756429026663,-98.3175768878949,110.0,30.0,80.0
1669,51124,2024-08-03,JUG-024,PROD-05,UBI-PUE104,3,Mochila Ergonómica,Accesorios,450.0,180.0,2023-12-01,10,Gratuita,Puebla,San Andrés Cholula,19.0498645292596,-98.29089816786774,1350.0,540.0,810.0
1670,51125,2025-01-02,JUG-059,PROD-05,UBI-PUE169,1,Mochila Ergonómica,Accesorios,450.0,180.0,2023-12-09,10,Premium,Puebla,Puebla (La Paz Tlaxcolpan),18.89960385027817,-98.22233381020447,450.0,180.0,270.0
